campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit
Brand Awareness,Facebook,Stories,Mobile,Android,Text,True,Curiosity,31,55-64,All,Gamers,$100K-$200K,High,True,2024-10-09,8,7,7,1.03,16637,308,24,317.24,6648.72,39.66,Medium,1.851,1.03,7.792,13.22,20.96,6331.48
Lead Generation,Google Ads,Feed,Tablet,Windows,Story,True,Trust,32,45-54,Male,Business Professionals,$100K-$200K,Low,True,2025-09-22,11,65,7,5.16,45556,711,14,3668.76,5812.9,38.12,Medium,1.561,5.16,1.969,262.05,1.58,2144.14
Conversions,LinkedIn,Search,Mobile,iOS,Text,False,Urgency,23,25-34,All,Business Professionals,$100K-$200K,Low,True,2024-11-26,0,16,5,11.02,18605,681,20,7504.62,6257.83,69.39,Medium,3.66,11.02,2.937,375.23,0.83,-1246.79
Engagement,Facebook,Feed,Desktop,Android,Carousel,False,Curiosity,43,45-54,All,Gamers,$50K-$100K,Medium,False,2024-02-11,2,73,5,0.65,298212,7692,121,4999.8,29383.93,31.6,Low,2.579,0.65,1.573,41.32,5.88,24384.13
Conversions,Facebook,Feed,Desktop,Windows,Interactive,True,Neutral,44,18-24,Male,Gamers,$50K-$100K,High,False,2024-04-26,11,66,6,1.42,7837,380,29,539.6,3878.02,27.37,Low,4.849,1.42,7.632,18.61,7.19,3338.42
Engagement,Google Ads,Stories,Mobile,Android,Video,False,Joy,11,18-24,All,Students,>$200K,Low,False,2025-05-13,18,9,6,4.85,41891,1789,18,8676.65,4764.76,80.76,Medium,4.271,4.85,1.006,482.04,0.55,-3911.89
Lead Generation,Google Ads,In-Stream Video,Mobile,Windows,Video,True,Urgency,48,45-54,Male,Shoppers,$50K-$100K,Medium,False,2025-09-24,1,79,4,2.51,59010,574,15,1440.74,2185.35,48.65,Medium,0.973,2.51,2.613,96.05,1.52,744.61
App Installs,Facebook,Feed,Mobile,Windows,Image,True,Curiosity,19,55-64,Male,Shoppers,$50K-$100K,Medium,False,2024-04-02,22,32,5,2.51,20102,282,3,707.82,595.77,70.72,Medium,1.403,2.51,1.064,235.94,0.84,-112.05
Conversions,Facebook,Search,Mobile,iOS,Image,True,Curiosity,1,35-44,Male,Shoppers,<$50K,High,False,2024-09-21,8,1,4,2.82,11531,203,3,572.46,753.86,40.91,Low,1.76,2.82,1.478,190.82,1.32,181.4
Engagement,Google Ads,Feed,Desktop,Other,Text,True,Curiosity,33,65+,Female,Tech Enthusiasts,<$50K,Medium,True,2024-11-29,17,38,8,4.64,14597,511,63,2371.04,16069.96,53.56,High,3.501,4.64,12.329,37.64,6.78,13698.92
Lead Generation,LinkedIn,Display Network,Mobile,Android,Story,True,Fear,13,65+,Male,Students,<$50K,Low,True,2025-04-02,6,59,9,6.89,73710,1850,37,12746.5,6139.5,71.35,Medium,2.51,6.89,2.0,344.5,0.48,-6607.0
Conversions,Twitter,Search,Tablet,Android,Image,True,Fear,24,18-24,All,Gamers,$50K-$100K,Medium,False,2024-09-24,0,78,4,1.14,49427,736,11,839.04,1960.64,39.41,High,1.489,1.14,1.495,76.28,2.34,1121.6
Conversions,Google Ads,Stories,Desktop,Windows,Image,False,Trust,37,25-34,Male,Business Professionals,$50K-$100K,High,True,2024-09-08,0,88,4,2.27,6904,178,23,404.06,7441.37,34.37,Low,2.578,2.27,12.921,17.57,18.42,7037.31
Conversions,TikTok,In-Stream Video,Desktop,Android,Image,True,Joy,3,35-44,All,Health & Fitness,$50K-$100K,Medium,False,2025-03-20,8,20,5,0.67,27602,499,21,334.33,5123.7,40.19,Medium,1.808,0.67,4.208,15.92,15.33,4789.37
Lead Generation,TikTok,Sidebar,Mobile,Windows,Image,True,Urgency,82,65+,Male,Business Professionals,$100K-$200K,High,False,2024-03-16,14,46,5,0.91,61289,401,7,364.91,2344.59,31.87,Medium,0.654,0.91,1.746,52.13,6.43,1979.68
Lead Generation,Twitter,Search,Mobile,iOS,Video,False,Trust,74,25-34,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-11-14,16,84,4,1.32,19209,564,10,744.48,4358.66,51.68,Low,2.936,1.32,1.773,74.45,5.85,3614.18
Conversions,Twitter,In-Stream Video,Mobile,Android,Carousel,False,Urgency,54,18-24,Male,Business Professionals,$100K-$200K,Low,False,2024-12-17,7,77,7,1.22,40294,1992,30,2430.24,6719.25,67.98,Low,4.944,1.22,1.506,81.01,2.76,4289.01
Lead Generation,Google Ads,Feed,Desktop,Android,Carousel,True,Joy,56,45-54,Male,Students,$100K-$200K,Medium,True,2025-04-21,11,82,8,2.56,28580,816,71,2088.96,14143.67,55.65,Medium,2.855,2.56,8.701,29.42,6.77,12054.71
Brand Awareness,Twitter,Stories,Desktop,Other,Video,True,Trust,67,45-54,All,Shoppers,$100K-$200K,Low,False,2025-03-24,5,84,5,1.88,11607,141,0,265.08,0.0,54.97,Low,1.215,1.88,0.0,0.0,0.0,-265.08
Lead Generation,TikTok,In-Stream Video,Mobile,Windows,Image,True,Neutral,2,55-64,All,Tech Enthusiasts,$100K-$200K,Medium,False,2025-12-02,22,67,6,1.23,20134,677,13,832.71,5760.73,53.31,Medium,3.362,1.23,1.92,64.05,6.92,4928.02
Conversions,TikTok,Stories,Tablet,Android,Image,True,Neutral,82,55-64,Male,Shoppers,$50K-$100K,Low,False,2024-02-17,6,3,4,0.85,48459,220,2,187.0,296.6,57.08,Low,0.454,0.85,0.909,93.5,1.59,109.6
Brand Awareness,Google Ads,Feed,Mobile,iOS,Image,True,Joy,60,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,True,2024-01-14,3,76,6,3.2,202383,3775,53,12080.0,22597.46,65.87,High,1.865,3.2,1.404,227.92,1.87,10517.46
Conversions,TikTok,Sidebar,Desktop,Windows,Video,True,Urgency,68,35-44,Male,Shoppers,$100K-$200K,Low,False,2024-01-05,10,83,3,2.36,31830,314,3,741.04,1421.28,61.94,Low,0.986,2.36,0.955,247.01,1.92,680.24
Lead Generation,Facebook,Feed,Desktop,Android,Image,False,Trust,83,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-09-17,8,58,4,3.5,11875,103,2,360.5,412.89,45.76,Medium,0.867,3.5,1.942,180.25,1.15,52.39
App Installs,Twitter,Stories,Desktop,Android,Carousel,True,Urgency,52,25-34,Male,Business Professionals,<$50K,High,False,2024-12-14,9,18,5,1.02,8675,606,151,618.12,13294.77,21.08,Low,6.986,1.02,24.917,4.09,21.51,12676.65
Brand Awareness,Google Ads,Stories,Mobile,iOS,Image,False,Urgency,52,35-44,Female,Business Professionals,>$200K,Medium,False,2024-06-26,14,78,4,4.99,25109,146,0,728.54,0.0,66.5,Low,0.581,4.99,0.0,0.0,0.0,-728.54
Conversions,TikTok,Feed,Mobile,Android,Text,False,Curiosity,77,25-34,Male,Shoppers,$50K-$100K,Medium,True,2024-08-06,11,76,3,2.87,270642,957,9,2746.59,1111.67,60.21,Medium,0.354,2.87,0.94,305.18,0.4,-1634.92
Brand Awareness,Facebook,Stories,Desktop,iOS,Carousel,False,Trust,76,25-34,All,Gamers,$100K-$200K,Low,False,2024-01-20,2,15,4,0.88,42659,962,10,846.56,4645.06,77.69,Low,2.255,0.88,1.04,84.66,5.49,3798.5
Lead Generation,Google Ads,Search,Mobile,macOS,Image,True,Joy,65,35-44,Male,Tech Enthusiasts,$100K-$200K,High,False,2025-02-17,8,28,3,5.85,13838,64,2,374.4,912.73,43.41,Low,0.462,5.85,3.125,187.2,2.44,538.33
App Installs,Facebook,Feed,Desktop,macOS,Video,True,Urgency,88,35-44,All,Health & Fitness,$50K-$100K,Low,False,2025-12-15,2,36,3,2.79,14137,469,27,1308.51,3941.96,70.15,Medium,3.318,2.79,5.757,48.46,3.01,2633.45
Lead Generation,Facebook,Search,Mobile,Other,Video,True,Joy,24,35-44,Female,Shoppers,>$200K,High,False,2025-02-17,4,62,7,2.75,57783,1512,40,4158.0,25852.32,48.88,High,2.617,2.75,2.646,103.95,6.22,21694.32
Conversions,Facebook,Feed,Mobile,iOS,Interactive,True,Joy,53,18-24,Female,Gamers,<$50K,Medium,False,2024-12-05,0,25,8,0.94,7994,639,33,600.66,6257.57,58.7,Low,7.993,0.94,5.164,18.2,10.42,5656.91
App Installs,Facebook,Feed,Mobile,Android,Carousel,True,Trust,4,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2024-03-19,0,87,7,1.33,5000,149,1,198.17,207.23,53.84,Low,2.98,1.33,0.671,198.17,1.05,9.06
Lead Generation,Facebook,Stories,Mobile,Windows,Video,True,Trust,66,18-24,All,Students,<$50K,Medium,False,2025-08-02,3,56,5,0.76,89075,2200,49,1672.0,7987.76,56.9,Medium,2.47,0.76,2.227,34.12,4.78,6315.76
Conversions,Instagram,Sidebar,Mobile,Windows,Video,True,Joy,54,45-54,Female,Students,$100K-$200K,Low,False,2025-12-05,5,63,4,4.13,46276,1565,36,6463.45,11592.52,87.93,Medium,3.382,4.13,2.3,179.54,1.79,5129.07
Brand Awareness,Instagram,Feed,Desktop,Android,Image,False,Urgency,66,25-34,All,Gamers,$50K-$100K,Medium,False,2025-08-12,15,6,3,2.33,125629,829,5,1931.57,694.4,46.76,Medium,0.66,2.33,0.603,386.31,0.36,-1237.17
Brand Awareness,Google Ads,Feed,Desktop,Android,Image,True,Urgency,86,45-54,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-08-24,4,72,7,3.76,35277,644,19,2421.44,3919.42,47.54,Low,1.826,3.76,2.95,127.44,1.62,1497.98
Brand Awareness,TikTok,Feed,Desktop,Windows,Carousel,True,Urgency,5,45-54,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2024-05-12,1,9,6,1.6,20453,827,17,1323.2,3727.16,38.75,High,4.043,1.6,2.056,77.84,2.82,2403.96
Lead Generation,Google Ads,Search,Mobile,Android,Carousel,True,Curiosity,7,18-24,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-01-12,7,2,5,6.69,43760,928,12,6208.32,4076.92,55.2,High,2.121,6.69,1.293,517.36,0.66,-2131.4
Brand Awareness,Facebook,Search,Mobile,Windows,Carousel,True,Curiosity,79,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2024-03-07,15,76,4,1.99,37163,280,0,557.2,0.0,62.6,Low,0.753,1.99,0.0,0.0,0.0,-557.2
Brand Awareness,Facebook,Feed,Mobile,Android,Image,True,Curiosity,58,25-34,Female,Gamers,<$50K,High,True,2025-11-29,10,2,6,1.61,73265,2944,128,4739.84,25064.58,57.78,Medium,4.018,1.61,4.348,37.03,5.29,20324.74
Conversions,Instagram,Sidebar,Mobile,Windows,Text,True,Curiosity,82,35-44,Male,Gamers,$50K-$100K,Medium,False,2024-12-06,5,42,4,1.39,5000,61,2,84.79,264.91,46.36,Medium,1.22,1.39,3.279,42.4,3.12,180.12
App Installs,TikTok,Search,Mobile,Windows,Video,True,Joy,71,18-24,All,Students,$50K-$100K,Low,False,2026-01-08,5,1,6,0.69,34932,997,5,687.93,1061.56,53.93,Low,2.854,0.69,0.502,137.59,1.54,373.63
Brand Awareness,Facebook,Feed,Mobile,iOS,Image,True,Neutral,54,55-64,Male,Health & Fitness,<$50K,Medium,False,2024-03-07,11,60,6,2.57,101679,518,2,1331.26,456.93,60.29,High,0.509,2.57,0.386,665.63,0.34,-874.33
Lead Generation,Facebook,Stories,Desktop,iOS,Carousel,True,Urgency,20,18-24,Female,Students,$100K-$200K,Medium,False,2024-08-14,1,44,5,2.56,8161,212,7,542.72,1941.34,51.35,Low,2.598,2.56,3.302,77.53,3.58,1398.62
Engagement,Facebook,In-Stream Video,Desktop,iOS,Image,False,Curiosity,17,25-34,All,Health & Fitness,$50K-$100K,High,True,2025-06-23,6,57,5,1.4,94539,2039,138,2854.6,35424.56,29.98,Medium,2.157,1.4,6.768,20.69,12.41,32569.96
Conversions,Google Ads,Stories,Desktop,iOS,Video,True,Trust,57,25-34,All,Business Professionals,<$50K,Medium,False,2024-07-31,14,17,6,2.48,77344,2016,166,4999.68,16805.22,55.61,Low,2.607,2.48,8.234,30.12,3.36,11805.54
Brand Awareness,Twitter,Feed,Desktop,iOS,Image,True,Joy,54,25-34,Female,Tech Enthusiasts,>$200K,Medium,False,2025-03-19,2,73,8,2.19,51511,804,3,1760.76,1133.51,60.58,Medium,1.561,2.19,0.373,586.92,0.64,-627.25
Lead Generation,Facebook,Stories,Mobile,macOS,Interactive,True,Joy,75,35-44,All,Tech Enthusiasts,$50K-$100K,Low,False,2025-06-09,14,44,6,2.41,106218,2173,24,5236.93,4027.53,86.83,High,2.046,2.41,1.104,218.21,0.77,-1209.4
Brand Awareness,Twitter,Search,Mobile,macOS,Video,False,Urgency,48,18-24,Female,Business Professionals,$50K-$100K,High,False,2025-02-07,8,80,4,1.01,8762,138,0,139.38,0.0,36.91,Medium,1.575,1.01,0.0,0.0,0.0,-139.38
Lead Generation,Facebook,Feed,Mobile,Windows,Image,True,Joy,60,25-34,All,Business Professionals,<$50K,Low,True,2025-07-31,16,15,7,0.78,5000,69,0,53.82,0.0,86.4,Low,1.38,0.78,0.0,0.0,0.0,-53.82
Lead Generation,LinkedIn,Stories,Desktop,Windows,Interactive,True,Joy,27,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,True,2026-01-29,21,27,6,4.94,22707,627,69,3097.38,24849.45,28.37,High,2.761,4.94,11.005,44.89,8.02,21752.07
Brand Awareness,TikTok,In-Stream Video,Mobile,macOS,Video,True,Joy,56,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2025-01-01,2,90,4,1.93,7070,116,0,223.88,0.0,58.43,Low,1.641,1.93,0.0,0.0,0.0,-223.88
Conversions,Google Ads,Search,Tablet,Windows,Image,False,Fear,62,35-44,Male,Business Professionals,$50K-$100K,High,True,2025-07-19,23,9,7,3.04,32937,584,55,1775.36,18082.63,31.53,Low,1.773,3.04,9.418,32.28,10.19,16307.27
Lead Generation,LinkedIn,Display Network,Tablet,macOS,Carousel,True,Urgency,61,25-34,Female,Students,$50K-$100K,Low,True,2026-01-10,16,47,6,8.33,8728,115,1,957.95,336.82,74.52,Low,1.318,8.33,0.87,957.95,0.35,-621.13
App Installs,Instagram,In-Stream Video,Desktop,macOS,Image,False,Urgency,84,55-64,Male,Business Professionals,$50K-$100K,Low,False,2024-07-21,3,64,2,3.21,51403,325,3,1043.25,356.22,69.32,Low,0.632,3.21,0.923,347.75,0.34,-687.03
Lead Generation,Google Ads,Stories,Tablet,Windows,Text,False,Joy,54,25-34,All,Shoppers,$50K-$100K,High,True,2025-04-28,0,48,4,3.09,83353,563,43,1739.67,6975.89,10.0,High,0.675,3.09,7.638,40.46,4.01,5236.22
Engagement,Facebook,Display Network,Mobile,Windows,Image,True,Joy,19,18-24,Male,Tech Enthusiasts,$50K-$100K,High,False,2024-05-12,5,10,6,2.28,31984,1219,36,2779.32,8844.49,44.92,Medium,3.811,2.28,2.953,77.2,3.18,6065.17
App Installs,Facebook,Search,Mobile,iOS,Carousel,True,Fear,68,25-34,All,Shoppers,$100K-$200K,Medium,False,2024-12-01,15,77,5,1.49,19240,1288,19,1919.12,4412.36,62.03,Low,6.694,1.49,1.475,101.01,2.3,2493.24
Lead Generation,Google Ads,Feed,Desktop,Android,Text,False,Urgency,3,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,True,2024-02-16,2,11,5,4.61,12707,122,8,562.42,2198.52,57.61,Low,0.96,4.61,6.557,70.3,3.91,1636.1
Brand Awareness,Google Ads,Search,Mobile,iOS,Image,True,Fear,37,18-24,Female,Students,$50K-$100K,Medium,False,2024-01-08,2,53,6,3.75,500000,9615,78,36056.25,11467.54,57.06,High,1.923,3.75,0.811,462.26,0.32,-24588.71
Engagement,Facebook,Feed,Desktop,Android,Image,False,Joy,22,25-34,All,Students,$50K-$100K,Medium,False,2025-08-29,23,23,5,1.22,112180,2315,69,2824.3,22384.31,52.17,High,2.064,1.22,2.981,40.93,7.93,19560.01
Lead Generation,TikTok,Stories,Mobile,Other,Image,True,Joy,67,25-34,Female,Students,>$200K,Medium,False,2024-10-05,12,25,5,1.48,10739,508,30,751.84,6694.04,50.71,Low,4.73,1.48,5.906,25.06,8.9,5942.2
Brand Awareness,Instagram,Feed,Mobile,macOS,Image,True,Trust,74,35-44,Male,Business Professionals,$50K-$100K,Medium,False,2025-08-04,3,78,7,1.98,110379,1232,6,2439.36,1966.77,46.6,Medium,1.116,1.98,0.487,406.56,0.81,-472.59
Lead Generation,TikTok,In-Stream Video,Mobile,Android,Image,True,Urgency,87,35-44,Male,Business Professionals,<$50K,High,True,2024-11-23,3,69,6,0.84,58950,2026,215,1701.84,39889.37,30.44,High,3.437,0.84,10.612,7.92,23.44,38187.53
Conversions,TikTok,Stories,Mobile,Other,Video,True,Fear,6,45-54,All,Health & Fitness,$100K-$200K,High,True,2025-05-31,2,4,8,1.12,6727,235,6,263.2,2226.39,41.91,Low,3.493,1.12,2.553,43.87,8.46,1963.19
Lead Generation,Google Ads,Search,Mobile,Android,Video,True,Urgency,49,18-24,Female,Gamers,>$200K,Medium,False,2024-06-09,11,63,5,5.82,16252,697,21,4056.54,13351.1,68.31,Low,4.289,5.82,3.013,193.17,3.29,9294.56
App Installs,LinkedIn,Stories,Mobile,iOS,Image,True,Curiosity,63,45-54,Male,Students,$100K-$200K,Low,False,2024-09-07,17,6,4,12.55,44609,479,3,6011.45,718.31,69.99,Medium,1.074,12.55,0.626,2003.82,0.12,-5293.14
Conversions,Facebook,Sidebar,Mobile,Android,Carousel,True,Joy,68,35-44,Female,Gamers,$50K-$100K,Low,True,2025-08-15,23,16,6,1.28,14337,239,5,305.92,961.73,75.49,Low,1.667,1.28,2.092,61.18,3.14,655.81
Conversions,Google Ads,Sidebar,Desktop,macOS,Carousel,True,Joy,27,18-24,Male,Health & Fitness,$50K-$100K,Low,False,2025-10-28,17,51,4,5.98,19228,1538,86,9197.24,13620.18,72.28,Medium,7.999,5.98,5.592,106.94,1.48,4422.94
Lead Generation,Google Ads,Feed,Tablet,Android,Text,True,Joy,9,35-44,Male,Business Professionals,<$50K,Medium,False,2024-09-04,0,73,7,2.46,5000,48,0,118.08,0.0,78.44,Low,0.96,2.46,0.0,0.0,0.0,-118.08
Lead Generation,Facebook,Feed,Tablet,Android,Image,True,Neutral,87,25-34,Female,Health & Fitness,$100K-$200K,High,True,2024-01-13,8,46,5,2.32,5585,85,3,197.2,979.6,37.21,Medium,1.522,2.32,3.529,65.73,4.97,782.4
Lead Generation,LinkedIn,Search,Mobile,Windows,Video,True,Trust,27,35-44,Female,Gamers,$50K-$100K,Low,False,2025-08-25,7,36,7,7.64,75205,2617,43,19993.88,13508.01,86.23,Medium,3.48,7.64,1.643,464.97,0.68,-6485.87
Brand Awareness,Google Ads,Stories,Desktop,Android,Image,True,Trust,38,45-54,Male,Gamers,<$50K,High,False,2024-04-29,18,77,7,5.2,5000,94,2,488.8,539.86,45.82,Low,1.88,5.2,2.128,244.4,1.1,51.06
Brand Awareness,Google Ads,Feed,Mobile,Other,Video,True,Joy,59,18-24,All,Business Professionals,$50K-$100K,Low,False,2025-08-29,0,34,9,1.31,72476,2795,20,3661.45,3112.13,67.16,Medium,3.856,1.31,0.716,183.07,0.85,-549.32
App Installs,TikTok,In-Stream Video,Tablet,iOS,Interactive,False,Trust,10,65+,Female,Tech Enthusiasts,<$50K,Low,False,2024-06-25,18,5,6,1.39,28681,550,0,764.5,0.0,61.18,Medium,1.918,1.39,0.0,0.0,0.0,-764.5
Lead Generation,Google Ads,Feed,Desktop,iOS,Carousel,True,Urgency,33,18-24,All,Business Professionals,>$200K,Low,True,2025-01-19,21,48,6,4.4,9112,419,16,1843.6,6637.83,62.47,Low,4.598,4.4,3.819,115.22,3.6,4794.23
App Installs,Google Ads,Search,Mobile,Windows,Video,True,Neutral,15,25-34,Male,Students,$50K-$100K,Medium,False,2025-02-26,14,22,7,2.5,17034,662,16,1655.0,4095.71,61.81,Medium,3.886,2.5,2.417,103.44,2.47,2440.71
Lead Generation,Facebook,In-Stream Video,Mobile,Windows,Image,True,Urgency,26,65+,All,Students,$100K-$200K,Medium,False,2024-08-10,23,24,5,0.55,94807,849,21,466.95,7422.18,67.93,Medium,0.896,0.55,2.473,22.24,15.9,6955.23
Conversions,Twitter,Stories,Mobile,macOS,Carousel,False,Urgency,89,45-54,All,Health & Fitness,<$50K,Medium,False,2025-11-18,8,84,4,0.76,36203,711,11,540.36,1033.57,66.31,Medium,1.964,0.76,1.547,49.12,1.91,493.21
Lead Generation,Google Ads,Stories,Mobile,macOS,Text,True,Trust,8,35-44,Female,Gamers,$100K-$200K,High,False,2024-07-10,10,82,5,5.22,27937,301,6,1571.22,2926.86,30.69,Low,1.077,5.22,1.993,261.87,1.86,1355.64
Conversions,TikTok,Feed,Mobile,Windows,Image,False,Joy,65,35-44,Female,Gamers,$50K-$100K,Low,False,2024-10-12,23,22,4,1.2,81328,2560,71,3072.0,12696.09,73.13,Low,3.148,1.2,2.773,43.27,4.13,9624.09
Lead Generation,TikTok,Feed,Mobile,Android,Image,True,Urgency,80,45-54,All,Tech Enthusiasts,$50K-$100K,High,True,2025-06-25,1,62,6,2.14,27448,293,8,627.02,2424.18,58.07,Medium,1.067,2.14,2.73,78.38,3.87,1797.16
Conversions,Facebook,Feed,Mobile,Windows,Interactive,True,Trust,57,25-34,Male,Tech Enthusiasts,<$50K,Medium,True,2025-03-18,21,75,10,2.12,64037,2221,27,4708.52,5517.9,66.0,Medium,3.468,2.12,1.216,174.39,1.17,809.38
Conversions,TikTok,Stories,Mobile,iOS,Image,True,Trust,87,25-34,Female,Shoppers,>$200K,Low,True,2025-04-24,4,59,5,1.78,95740,816,6,1452.48,1515.55,77.99,Medium,0.852,1.78,0.735,242.08,1.04,63.07
Lead Generation,Facebook,Feed,Desktop,Android,Image,False,Trust,80,35-44,All,Shoppers,$50K-$100K,Medium,False,2025-08-22,15,22,5,2.26,500000,5049,167,11410.74,26304.3,45.31,High,1.01,2.26,3.308,68.33,2.31,14893.56
App Installs,Facebook,Feed,Mobile,Other,Image,False,Urgency,18,55-64,Female,Tech Enthusiasts,<$50K,High,True,2024-08-13,9,36,7,2.83,5000,71,2,200.93,517.19,41.22,Medium,1.42,2.83,2.817,100.46,2.57,316.26
Lead Generation,Google Ads,Display Network,Mobile,Android,Video,False,Trust,53,18-24,Male,Shoppers,$100K-$200K,Low,False,2024-01-18,2,83,6,3.65,17340,448,3,1635.2,906.23,64.02,High,2.584,3.65,0.67,545.07,0.55,-728.97
Conversions,Google Ads,Feed,Mobile,iOS,Video,True,Urgency,60,35-44,Male,Health & Fitness,<$50K,Medium,True,2024-06-20,11,11,7,7.03,281309,6070,174,42672.1,24749.86,67.27,High,2.158,7.03,2.867,245.24,0.58,-17922.24
Brand Awareness,Facebook,Feed,Mobile,Android,Interactive,True,Urgency,90,25-34,All,Students,>$200K,Medium,True,2024-10-03,8,30,5,2.17,5131,203,8,440.51,5530.75,74.68,Medium,3.956,2.17,3.941,55.06,12.56,5090.24
Conversions,Instagram,Search,Mobile,iOS,Video,True,Urgency,31,18-24,Male,Students,>$200K,High,False,2024-06-10,0,53,8,1.8,8818,490,14,882.0,6997.24,42.74,Low,5.557,1.8,2.857,63.0,7.93,6115.24
Conversions,TikTok,Search,Desktop,Other,Video,True,Urgency,56,35-44,All,Health & Fitness,>$200K,Low,False,2024-01-05,21,21,9,1.64,49458,1744,32,2860.16,7633.44,73.34,Low,3.526,1.64,1.835,89.38,2.67,4773.28
Lead Generation,Google Ads,In-Stream Video,Desktop,Other,Image,True,Curiosity,76,25-34,All,Students,<$50K,Medium,False,2025-11-16,20,73,4,3.32,16108,511,76,1696.52,12995.16,39.63,Low,3.172,3.32,14.873,22.32,7.66,11298.64
Brand Awareness,TikTok,Feed,Desktop,macOS,Image,True,Urgency,21,45-54,Female,Health & Fitness,$100K-$200K,High,False,2025-03-01,7,4,5,1.29,17656,261,11,336.69,1716.46,12.88,Medium,1.478,1.29,4.215,30.61,5.1,1379.77
Brand Awareness,Facebook,Feed,Mobile,iOS,Carousel,True,Neutral,27,65+,Female,Business Professionals,$50K-$100K,Low,True,2024-07-19,14,21,7,2.17,35380,664,4,1440.88,847.91,86.94,Low,1.877,2.17,0.602,360.22,0.59,-592.97
Brand Awareness,Google Ads,In-Stream Video,Mobile,Windows,Carousel,True,Joy,87,18-24,Male,Business Professionals,<$50K,Medium,False,2024-08-20,18,57,1,4.31,38525,136,1,586.16,201.23,62.04,Medium,0.353,4.31,0.735,586.16,0.34,-384.93
App Installs,LinkedIn,Display Network,Mobile,macOS,Carousel,False,Trust,15,18-24,Female,Tech Enthusiasts,$50K-$100K,Low,True,2025-11-11,3,32,6,4.85,17292,1030,17,4995.5,3493.19,88.12,Low,5.957,4.85,1.65,293.85,0.7,-1502.31
Lead Generation,Twitter,Feed,Mobile,iOS,Video,False,Urgency,18,25-34,Male,Tech Enthusiasts,$100K-$200K,Medium,True,2024-01-24,8,1,6,2.64,19097,377,3,995.28,1089.47,48.91,Low,1.974,2.64,0.796,331.76,1.09,94.19
Engagement,Google Ads,Feed,Mobile,Android,Video,True,Urgency,28,18-24,Male,Tech Enthusiasts,$50K-$100K,Low,False,2026-01-17,7,21,5,4.99,307301,4008,58,19999.92,19700.44,69.65,Medium,1.304,4.99,1.447,344.83,0.99,-299.48
Lead Generation,Twitter,Stories,Tablet,Windows,Image,False,Joy,62,25-34,All,Tech Enthusiasts,$100K-$200K,High,False,2024-09-25,20,50,6,1.9,17910,153,3,290.7,584.8,18.8,Low,0.854,1.9,1.961,96.9,2.01,294.1
Conversions,Facebook,Sidebar,Mobile,macOS,Video,True,Joy,64,25-34,All,Students,$50K-$100K,High,False,2024-04-26,3,44,5,1.17,13812,219,8,256.23,1534.98,39.36,Medium,1.586,1.17,3.653,32.03,5.99,1278.75
Conversions,LinkedIn,Feed,Mobile,Windows,Text,True,Urgency,29,18-24,Female,Business Professionals,$50K-$100K,High,True,2024-01-07,13,90,5,6.92,9679,134,7,927.28,1803.98,46.3,Medium,1.384,6.92,5.224,132.47,1.95,876.7
Brand Awareness,Twitter,Feed,Desktop,Android,Image,True,Fear,25,25-34,Male,Students,$100K-$200K,Low,True,2024-10-22,18,34,7,2.09,25011,2000,92,4180.0,18327.98,49.6,Medium,7.996,2.09,4.6,45.43,4.38,14147.98
Lead Generation,Facebook,Sidebar,Desktop,iOS,Image,False,Joy,60,25-34,All,Students,>$200K,Low,False,2025-01-26,7,13,4,1.66,29305,308,8,511.28,3402.77,52.2,High,1.051,1.66,2.597,63.91,6.66,2891.49
Brand Awareness,LinkedIn,Feed,Tablet,macOS,Image,True,Trust,71,35-44,Female,Health & Fitness,<$50K,High,False,2025-05-19,1,32,3,5.78,9898,62,1,358.36,192.49,21.55,Low,0.626,5.78,1.613,358.36,0.54,-165.87
Lead Generation,Google Ads,Stories,Mobile,macOS,Image,True,Joy,27,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-10-06,6,84,8,4.31,5000,252,8,1086.12,1027.62,65.46,Low,5.04,4.31,3.175,135.76,0.95,-58.5
