campaign_objective,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,roas,conversion_rate_calc,platform_Google Ads,platform_Instagram,platform_LinkedIn,platform_TikTok,platform_Twitter
Brand Awareness,Sidebar,Mobile,Android,Image,False,Urgency,47,18-24,Male,Shoppers,$50K-$100K,High,False,2024-06-27,16,85,6,1.88,-0.3603574585685405,373,-0.6840767384627737,-0.5312986670604943,459.19,56.15,Low,1.156,-0.5657540857841413,-0.7129480280448506,350.62,0.65,-242.05,0.6548257372654155,0.005361930294906166,False,False,False,False,True
Lead Generation,Feed,Tablet,iOS,Image,True,Curiosity,16,18-24,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-08-20,3,22,6,1.48,-0.27067121200324346,879,0.18785267503386746,-0.4056525454629149,14271.57,43.5,Low,2.236,-0.7295356873585552,0.34369677621817807,32.52,10.97,12970.65,10.970367124803984,0.04550625711035267,True,False,False,False,False
Brand Awareness,Search,Mobile,iOS,Video,True,Joy,78,18-24,Female,Health & Fitness,$100K-$200K,Medium,False,2024-12-17,4,85,4,1.64,-0.639247263955062,462,-0.5464036731738304,-0.519473248332227,3027.16,58.83,High,4.485,-0.6640230467287898,-0.39819156829426966,94.71,4.0,2269.48,3.995301446520959,0.017316017316017316,False,False,False,False,False
Lead Generation,Feed,Desktop,macOS,Carousel,False,Urgency,54,25-34,All,Tech Enthusiasts,$50K-$100K,Low,False,2025-08-11,6,15,6,2.51,-0.4982718142130662,390,-0.3628395861219059,-0.4731228030617218,4217.69,58.83,Low,1.822,-0.30779806330443954,0.22579469096043528,61.18,4.31,3238.79,4.308601491470017,0.041025641025641026,True,False,False,False,False
Lead Generation,Feed,Desktop,Windows,Carousel,True,Trust,37,25-34,Male,Health & Fitness,<$50K,Low,False,2024-12-25,13,37,6,2.51,-0.6319311220457559,870,0.37141676208579194,-0.22069076047106748,8039.84,54.91,Low,7.998,-0.30779806330443954,0.5979231475551857,45.49,3.68,5856.14,3.681751156294363,0.05517241379310345,False,False,False,False,True
App Installs,Stories,Desktop,Windows,Image,True,Joy,64,55-64,All,Students,$50K-$100K,Medium,False,2024-06-11,1,75,4,6.53,-0.22072838216402121,402,-0.5005126514108493,-0.12821615363357475,2668.24,41.34,Low,0.929,1.3382070325184203,-0.19923179942182895,262.51,1.02,43.18,1.0164491478290019,0.024875621890547265,True,False,False,False,False
Lead Generation,In-Stream Video,Mobile,Android,Video,True,Joy,5,35-44,All,Tech Enthusiasts,$50K-$100K,Medium,False,2024-04-29,4,24,7,0.96,-0.1809214572616503,1955,0.25668920767833914,-0.28499304622062904,9018.31,64.98,Medium,4.215,-0.9424517694052933,-0.275289171384971,43.65,4.81,7141.51,4.805152387041773,0.021994884910485932,False,True,False,False,False
Conversions,Stories,Tablet,Android,Video,True,Neutral,85,45-54,Male,Students,<$50K,Low,False,2024-01-30,9,52,5,4.87,0.7183289158200525,1742,0.05017960974492411,1.0992639865361604,4162.94,75.34,Medium,1.487,0.6585133859846026,-0.34029322285519964,249.52,0.49,-4320.6,0.49070788845222624,0.01951779563719862,True,False,False,False,False
Conversions,Stories,Desktop,Android,Image,True,Neutral,60,25-34,Male,Students,$100K-$200K,Medium,True,2024-08-09,14,76,4,3.33,0.3680940251825363,1018,1.3810192408713764,0.032042993724276936,40685.89,49.56,High,1.136,0.027954219923109074,1.5242966745803068,36.85,12.0,37295.95,12.001949887018649,0.09037328094302555,True,False,False,False,False
Conversions,Display Network,Mobile,Other,Image,False,Urgency,13,25-34,Male,Students,$100K-$200K,High,False,2024-07-17,8,64,5,2.19,0.3928241090322224,1438,0.004288587981942991,-0.018393129526405646,5000.21,39.52,Medium,1.571,-0.4388233445639706,-0.26844663965126264,98.41,1.59,1850.99,1.5877614139374194,0.022253129346314324,False,False,False,False,False
App Installs,Display Network,Mobile,macOS,Image,True,Joy,55,18-24,Male,Students,$50K-$100K,Medium,True,2025-02-15,0,13,8,1.18,-0.5479098048060673,360,-0.5922946949368115,-0.589218914283071,1842.05,66.64,Medium,2.058,-0.8523718885393656,-0.41529789762854036,70.8,4.34,1417.25,4.336275894538606,0.016666666666666666,False,True,False,False,False
Brand Awareness,Search,Mobile,Windows,Carousel,True,Joy,5,35-44,Male,Tech Enthusiasts,$100K-$200K,High,True,2025-03-17,3,8,6,3.47,-0.11406004925715744,666,-0.2710575425959437,-0.1940144260897244,4463.3,26.91,Medium,1.289,0.08527778047415399,-0.0636970362349149,115.55,1.93,2152.28,1.9313117151733867,0.03003003003003003,True,False,False,False,False
Brand Awareness,Search,Mobile,macOS,Image,True,Joy,28,18-24,Male,Students,$50K-$100K,Low,False,2025-03-16,20,70,4,1.96,0.0370767086922081,815,-0.6840767384627737,-0.343533478408402,455.39,61.79,Low,1.282,-0.5329977654692586,-0.7895317486028932,798.7,0.29,-1142.01,0.28508200826342806,0.00245398773006135,False,False,False,False,False
Conversions,In-Stream Video,Mobile,macOS,Carousel,True,Neutral,20,65+,Female,Shoppers,$50K-$100K,High,False,2025-02-01,9,61,6,1.97,0.01881175718946101,726,-0.3857850970033965,-0.3785613576251231,3391.43,32.08,High,1.169,-0.5289032254298982,-0.31029135294586335,95.35,2.37,1961.21,2.3712645606969556,0.02066115702479339,False,False,False,True,False
App Installs,Search,Mobile,Windows,Text,True,Trust,56,25-34,Female,Shoppers,$50K-$100K,Low,False,2025-11-29,15,79,6,5.0,-0.7065913340994049,148,-0.6611312275812832,-0.5231775963675878,956.55,67.75,Medium,2.96,0.7117424064962871,-0.3205551505464257,246.67,1.29,216.55,1.292635135135135,0.02027027027027027,True,False,False,False,False
Conversions,Stories,Mobile,Windows,Text,False,Trust,6,35-44,All,Business Professionals,>$200K,High,False,2024-04-08,14,80,6,2.3,-0.5644981404545985,210,-0.5922946949368115,-0.5770247369268492,2174.47,37.28,Medium,1.297,-0.3937834041310068,-0.10212048366266137,80.5,4.5,1691.47,4.502008281573499,0.02857142857142857,True,False,False,False,False
Conversions,Stories,Desktop,Android,Carousel,True,Trust,23,35-44,All,Students,<$50K,High,False,2025-03-23,0,84,5,1.36,-0.4554800050247804,636,0.8303269797156031,-0.49699573378282,17494.69,30.57,Medium,2.568,-0.7786701678308794,1.9598501368605836,12.72,20.23,16629.73,20.226010451350348,0.1069182389937107,False,False,False,False,False
Conversions,Feed,Mobile,Android,Image,False,Urgency,58,25-34,All,Shoppers,$100K-$200K,Medium,False,2025-08-07,22,10,4,1.57,-0.230953198547687,312,-0.6611312275812832,-0.5755916068045716,965.99,46.65,High,0.735,-0.6926848270043121,-0.6008357773310149,163.28,1.97,476.15,1.9720520986444554,0.009615384615384616,False,False,False,True,False
Lead Generation,Display Network,Mobile,Windows,Video,True,Curiosity,66,25-34,All,Tech Enthusiasts,<$50K,Low,False,2025-11-16,8,37,6,3.82,-0.7065913340994049,400,-0.17927549906998147,-0.3580743015788796,4180.38,78.61,Medium,8.0,0.228586681851766,0.7250363332236894,63.67,2.74,2652.38,2.7358507853403142,0.06,True,False,False,False,False
Engagement,Stories,Tablet,Windows,Carousel,True,Neutral,22,25-34,All,Business Professionals,$50K-$100K,Medium,False,2025-01-23,16,80,5,1.77,-0.37363066741441725,614,-0.5922946949368115,-0.45051957534369413,1864.66,43.02,Medium,1.967,-0.6107940262171051,-0.5968881628692602,181.13,1.72,777.88,1.7157658403724767,0.009771986970684038,False,False,False,False,False
Lead Generation,Feed,Desktop,macOS,Text,False,Urgency,13,35-44,Male,Business Professionals,$50K-$100K,High,True,2025-04-29,2,49,6,2.05,0.3491177821052734,1575,3.629679307257451,-0.0017298490257127595,28496.07,21.92,Medium,1.787,-0.49614690511501547,2.3206620986649704,16.99,8.83,25267.32,8.825728222996515,0.12063492063492064,False,False,False,False,False
App Installs,Search,Mobile,Android,Video,False,Joy,1,25-34,Male,Gamers,>$200K,Medium,True,2025-04-19,2,67,7,2.26,-0.5993006210648398,955,-0.24811203171445315,-0.22601261794268312,14607.93,61.4,Medium,7.102,-0.4101615642884482,-0.275289171384971,102.78,6.77,12449.63,6.7682574248250935,0.02198952879581152,True,False,False,False,False
Brand Awareness,Search,Mobile,Other,Video,True,Fear,10,35-44,Male,Students,$50K-$100K,High,False,2026-01-22,5,39,5,8.05,-0.6303561192736136,234,-0.6611312275812832,-0.28354734478148935,653.7,48.25,Low,2.127,1.960577118501193,-0.516620002146913,627.9,0.35,-1230.0,0.3470297818123905,0.01282051282051282,True,False,False,False,False
Lead Generation,Feed,Mobile,Android,Image,True,Urgency,69,18-24,All,Students,$50K-$100K,Low,False,2025-02-10,3,45,5,1.49,0.8008260368286356,1294,-0.5005126514108493,-0.274252951181455,2937.63,76.89,High,1.046,-0.7254411473191948,-0.6505757195491251,192.81,1.52,1009.57,1.5236195969005115,0.0077279752704791345,False,False,False,False,False
Conversions,Feed,Tablet,macOS,Image,True,Fear,48,35-44,Female,Business Professionals,<$50K,Low,False,2026-01-13,14,51,6,1.2,-0.4560896835172226,234,-0.6381857166997926,-0.6193900747520735,838.03,56.66,Low,0.947,-0.8441828084606451,-0.404244577135627,70.2,2.98,557.23,2.984437321937322,0.017094017094017096,False,False,False,False,False
Conversions,Display Network,Mobile,Windows,Video,True,Urgency,72,35-44,Male,Business Professionals,<$50K,Medium,True,2024-01-17,7,34,6,4.19,-0.06857549339391868,1154,0.02723409886343355,0.3348692551760736,3755.47,65.47,Medium,2.089,0.3800846633080991,-0.10133096077031051,146.52,0.78,-1079.79,0.7766841907157008,0.02859618717504333,True,False,False,False,False
Lead Generation,Feed,Mobile,Android,Carousel,True,Curiosity,42,18-24,Female,Tech Enthusiasts,<$50K,Medium,False,2024-02-18,21,88,6,4.62,0.7046238513753627,1082,-0.15632998818849092,0.3691428553810696,5636.72,46.77,Low,0.932,0.5561498850005939,-0.24581365007053532,199.95,1.13,637.88,1.127605604500244,0.02310536044362292,True,False,False,False,False
Brand Awareness,Stories,Mobile,Android,Video,True,Trust,29,45-54,All,Students,$50K-$100K,Medium,False,2024-07-02,21,52,6,0.98,-0.521363387114314,580,-0.6381857166997926,-0.5591315625931491,1108.87,72.76,High,2.962,-0.9342626893265726,-0.6724191862375015,142.1,1.95,540.47,1.9508620689655172,0.006896551724137931,False,False,False,False,False
Lead Generation,Display Network,Mobile,Windows,Image,True,Fear,12,55-64,Female,Business Professionals,<$50K,Medium,False,2025-09-23,20,79,6,2.21,-0.30690897739777573,469,-0.6840767384627737,-0.46105643409359787,233.02,64.97,Medium,1.286,-0.4306342644852499,-0.7418972007643855,518.24,0.22,-803.47,0.22481644781908172,0.0042643923240938165,False,True,False,False,False
Conversions,Stories,Tablet,Windows,Carousel,True,Trust,72,25-34,All,Shoppers,<$50K,Low,True,2024-05-07,1,2,4,1.92,0.38505070825358456,1042,-0.041602433781038124,-0.2590458482172869,2890.05,56.83,Medium,1.146,-0.5493759256267,-0.09633064911875441,66.69,1.44,889.41,1.4445627399232246,0.028790786948176585,True,False,False,False,False
Lead Generation,Feed,Desktop,Windows,Image,False,Urgency,83,45-54,All,Tech Enthusiasts,$50K-$100K,Medium,True,2024-03-20,7,11,4,6.0,1.1884926465750503,1088,0.37141676208579194,0.6895354369281521,6479.74,57.43,High,0.706,1.1211964104323218,0.30711554887258374,136.0,0.99,-48.26,0.9926072303921568,0.04411764705882353,False,False,True,False,False
Lead Generation,Stories,Mobile,Android,Carousel,True,Neutral,34,45-54,All,Students,<$50K,Medium,True,2024-07-08,8,80,8,0.82,5.580718119210617,13818,3.836188905190866,1.6958190664705584,35101.32,66.92,High,2.764,-0.9997753299563382,-0.47503846314976267,56.94,3.1,23770.56,3.0978786948095274,0.01440150528296425,False,False,False,False,False
App Installs,Stories,Mobile,Other,Video,False,Urgency,64,35-44,All,Business Professionals,>$200K,High,False,2024-05-21,14,46,4,1.63,-0.3703409438822813,556,-0.5005126514108493,-0.488338286903798,5012.73,38.0,High,1.767,-0.66811758676815,-0.3805588903650984,90.63,5.53,4106.45,5.531105177207927,0.017985611510791366,False,True,False,False,False
Conversions,Feed,Mobile,Android,Image,True,Curiosity,34,18-24,All,Health & Fitness,<$50K,Medium,False,2025-03-09,19,7,8,2.26,0.20250280630818734,3067,2.8954229590497533,0.7740607810698534,24320.91,52.7,Medium,4.005,-0.4101615642884482,0.5018645289858195,43.87,3.51,17389.49,3.508791849289179,0.051516139550048905,True,False,False,False,False
Conversions,Stories,Desktop,Android,Carousel,True,Fear,74,35-44,All,Business Professionals,$100K-$200K,Low,True,2024-11-15,10,89,7,0.4,-0.6517329714148676,594,-0.06454794466252868,-0.6284414228927744,10225.48,90.0,Medium,6.374,-1.171746011609473,0.43080746867423336,8.19,43.04,9987.88,43.03653198653198,0.04882154882154882,False,False,False,True,False
Conversions,Feed,Desktop,Windows,Story,True,Curiosity,26,55-64,All,Health & Fitness,$50K-$100K,High,False,2025-01-13,23,17,6,6.05,-0.305308571355115,577,0.9680000450045464,0.05318585346682582,8844.11,23.16,High,1.577,1.1416691106291235,2.5212009133221125,47.17,2.53,5353.26,2.533511895383646,0.12824956672443674,True,False,False,False,False
Lead Generation,Feed,Desktop,iOS,Story,True,Urgency,20,35-44,Female,Business Professionals,$100K-$200K,Low,False,2024-04-14,15,39,9,0.96,-0.578838286662249,592,-0.3628395861219059,-0.5591483243489652,7320.62,55.14,Low,3.931,-0.9424517694052933,-0.1426493254700105,35.52,12.88,6752.3,12.881158502252251,0.02702702702702703,False,False,False,True,False
App Installs,Search,Desktop,iOS,Image,True,Curiosity,35,25-34,Female,Business Professionals,>$200K,Medium,False,2024-07-26,11,30,6,4.59,-0.7065913340994049,132,-0.6152402058183021,-0.5512786799933004,2894.6,40.93,Low,2.64,0.5438662648825128,0.14289478726358498,121.18,4.78,2288.72,4.777513699082326,0.03787878787878788,False,False,True,False,False
Conversions,Feed,Mobile,iOS,Carousel,True,Urgency,32,18-24,Female,Tech Enthusiasts,$50K-$100K,Low,False,2025-05-02,21,53,8,2.04,0.2822563741007805,2450,-0.4775671405293587,0.3689668569450004,1513.87,75.71,Low,2.957,-0.5002414451543757,-0.7358441919230283,454.36,0.3,-3484.13,0.30289515806322526,0.004489795918367347,False,False,False,False,True
App Installs,Feed,Mobile,Other,Video,True,Joy,74,25-34,All,Tech Enthusiasts,$100K-$200K,High,False,2025-10-15,20,64,6,5.94,-0.30923337665021156,841,1.0597820885305087,0.36845143295365496,13957.69,35.66,Low,2.318,1.09662917019616,1.5869321573734825,64.05,2.79,8962.15,2.794030275005305,0.09274673008323424,True,False,False,False,False
Conversions,Search,Mobile,iOS,Image,False,Urgency,69,45-54,Female,Shoppers,<$50K,Medium,False,2024-05-21,4,55,3,2.26,5.580718119210617,2836,0.18785267503386746,0.6646777530528571,5728.0,57.43,High,0.567,-0.4101615642884482,-0.48293369207327225,160.23,0.89,-681.36,0.8936929740254878,0.014104372355430184,False,False,False,True,False
Lead Generation,Stories,Desktop,Windows,Image,True,Urgency,88,35-44,Female,Tech Enthusiasts,$100K-$200K,Low,True,2024-03-24,8,68,6,2.8,0.09853992171153578,1035,0.07312512062641467,-0.0710292332279529,14379.29,61.59,Medium,1.513,-0.18905640216298944,0.03604602249875579,82.8,4.96,11481.29,4.961797791580401,0.033816425120772944,False,True,False,False,False
Engagement,Search,Desktop,Windows,Video,False,Urgency,40,35-44,Male,Business Professionals,$50K-$100K,Medium,False,2024-07-22,7,81,4,2.64,-0.23478909239596907,704,-0.5464036731738304,-0.2888147265467027,1566.13,52.07,High,1.67,-0.2545690427927549,-0.5550434495746595,232.32,0.84,-292.43,0.8426577565426998,0.011363636363636364,False,True,False,False,False
Lead Generation,Feed,Mobile,Android,Image,True,Urgency,8,25-34,Female,Gamers,$50K-$100K,Medium,True,2025-01-24,20,86,7,0.77,-0.48932986299058084,486,-0.6381857166997926,-0.5998165343978081,602.32,68.55,Low,2.199,-1.0202480301531398,-0.6374170046766091,93.56,1.61,228.1,1.6095344984233872,0.00823045267489712,False,False,False,False,True
App Installs,Feed,Tablet,macOS,Image,False,Joy,82,35-44,Female,Students,<$50K,Medium,False,2025-03-27,12,2,1,1.41,5.580718119210617,888,-0.5922946949368115,-0.41588559738865166,1161.11,45.5,High,0.178,-0.7581974676340777,-0.6761036264018059,208.68,0.93,-90.97,0.9273448980895789,0.006756756756756757,False,False,False,False,False
Brand Awareness,Feed,Desktop,Android,Image,False,Fear,10,25-34,Female,Health & Fitness,<$50K,Medium,False,2024-06-16,22,2,4,2.24,-0.6132470165794547,231,-0.7070222493442643,-0.5698088010480128,162.82,54.63,Low,1.871,-0.41835064436716873,-0.7400549806822334,517.44,0.31,-354.62,0.3146645021645021,0.004329004329004329,False,False,False,True,False
Conversions,Stories,Mobile,macOS,Video,True,Joy,76,45-54,All,Gamers,$50K-$100K,Low,False,2025-07-19,4,40,6,0.76,0.21474718269806786,1762,-0.15632998818849092,-0.39764880706072125,3799.88,79.57,Medium,2.272,-1.0243425701925002,-0.4805651233962193,53.56,2.84,2460.76,2.8375948384013383,0.014188422247446084,False,True,False,False,False
Brand Awareness,Feed,Mobile,Android,Story,True,Curiosity,81,25-34,All,Business Professionals,<$50K,Low,True,2024-09-03,13,57,5,2.66,-0.5876151166263646,148,-0.7299677602257548,-0.5957392372955389,0.0,78.49,Low,1.03,-0.24637996271403417,-0.8540094514782213,0.0,0.0,-393.68,0.0,0.0,False,False,False,False,True
Brand Awareness,Display Network,Mobile,iOS,Video,True,Urgency,11,25-34,All,Students,$50K-$100K,Medium,False,2024-08-04,22,60,7,6.2,-0.41798477773958614,1254,-0.4316761187663776,0.9507674013222656,3545.69,69.03,Medium,4.523,1.2030872112195288,-0.581097705022241,598.06,0.46,-4229.11,0.45604903020013376,0.01036682615629984,False,False,True,False,False
Brand Awareness,Search,Desktop,iOS,Interactive,True,Curiosity,86,18-24,Female,Shoppers,<$50K,Medium,False,2024-06-21,9,7,1,12.98,-0.4455981327931134,178,-0.6611312275812832,-0.1941359488193912,522.33,46.24,Low,0.697,3.9791853579058443,-0.4105607602744346,770.15,0.23,-1788.11,0.22607382143660948,0.016853932584269662,False,False,True,False,False
Conversions,Feed,Tablet,macOS,Carousel,True,Trust,90,18-24,All,Tech Enthusiasts,$50K-$100K,Low,True,2025-01-14,17,20,7,2.41,0.12339702191381398,957,0.18785267503386746,-0.19498870314653596,7903.72,59.03,High,1.36,-0.3487434636980429,0.2460591118641098,57.66,3.43,5597.35,3.426908952162923,0.04179728317659352,False,False,False,False,False
Conversions,Search,Desktop,Android,Carousel,False,Joy,15,55-64,Female,Health & Fitness,$50K-$100K,Medium,False,2025-09-28,20,33,6,1.22,-0.7065913340994049,121,-0.6611312275812832,-0.6472942077469469,719.68,57.74,Medium,2.42,-0.8359937283819242,-0.20160036809888177,49.21,4.88,572.06,4.875220159869936,0.024793388429752067,False,True,False,False,False
Brand Awareness,Stories,Mobile,Android,Video,False,Trust,72,35-44,All,Tech Enthusiasts,$50K-$100K,Medium,False,2024-04-07,21,6,4,3.05,-0.694321554439006,102,-0.7299677602257548,-0.6130415597367209,0.0,71.41,Low,1.71,-0.08669290117898075,-0.8540094514782213,0.0,0.0,-311.1,0.0,0.0,False,False,False,False,False
Lead Generation,Feed,Mobile,Android,Image,True,Joy,3,45-54,Male,Health & Fitness,>$200K,Low,False,2024-03-06,6,50,8,3.76,0.2604984729017501,1292,-0.3628395861219059,0.3396170225109874,11115.71,74.52,Low,1.592,0.2040194416156039,-0.528199671234727,303.62,2.29,6257.79,2.2881624234240165,0.01238390092879257,True,False,False,False,False
Lead Generation,In-Stream Video,Mobile,macOS,Image,True,Urgency,54,18-24,All,Business Professionals,<$50K,High,True,2024-12-21,9,27,6,2.65,-0.7060197605127404,206,0.4402532947302636,-0.5638458064164307,9187.09,30.41,Medium,4.083,-0.2504745027533946,5.661396630499313,10.7,16.83,8641.19,16.82925444220553,0.24757281553398058,False,True,False,False,False
App Installs,Search,Mobile,iOS,Story,True,Curiosity,52,18-24,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2024-10-04,20,71,7,2.29,-0.43781203037921634,1346,0.7385449361896409,-0.03240595738867563,15334.43,58.91,Low,5.145,-0.3978779441703671,0.397384332898043,48.16,4.97,12252.09,4.974931383299701,0.0475482912332838,True,False,False,False,False
